case_id,dispute_amount,days_overdue,buyer_type,sector,state,has_agreement,agreed_credit_days,buyer_gst_compliant,invoice_count,interest_amount,cross_state,settlement_probability,recovery_percentage,resolution_days
NS-ML-03927,618498.59,62,Proprietorship,Services,Uttar Pradesh,True,45,True,5,49479.89,False,0.5902,65.47,103.29
NS-ML-03928,303003.96,61,Private Ltd,Manufacturing,Karnataka,False,0,True,3,24240.32,True,0.6972,80.99,102.01
NS-ML-03929,334326.74,46,PSU,Manufacturing,Delhi,False,0,True,2,26746.14,True,0.6285,89.17,145.18
NS-ML-03930,57486.14,126,Private Ltd,Manufacturing,Gujarat,True,45,True,3,4598.89,False,0.8475,84.75,73.51
NS-ML-03931,50928.91,108,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,4,4074.31,True,0.691,62.59,108.01
NS-ML-03932,925579.81,141,Proprietorship,Manufacturing,Delhi,False,0,True,4,74046.38,False,0.5021,54.7,82.51
NS-ML-03933,233605.21,40,Private Ltd,Services,Karnataka,True,45,True,4,18688.42,False,0.6092,76.5,65.34
NS-ML-03934,590358.37,51,Proprietorship,Services,Uttar Pradesh,True,45,True,2,47228.67,False,0.6511,60.61,122.58
NS-ML-03935,586619.77,82,State Govt,Services,Tamil Nadu,False,0,True,2,46929.58,False,0.633,86.42,109.51
NS-ML-03936,255236.12,77,State Govt,Manufacturing,Maharashtra,False,0,True,5,20418.89,False,0.7727,80.65,84.84
NS-ML-03937,284348.28,269,Private Ltd,Services,Karnataka,True,45,True,3,22747.86,False,0.7362,79.55,78.61
NS-ML-03938,675514.55,64,PSU,Services,Maharashtra,False,0,True,2,54041.16,False,0.7855,88.68,103.8
NS-ML-03939,156472.33,241,Private Ltd,Manufacturing,Maharashtra,True,45,False,5,12517.79,False,0.6554,87.61,64.53
NS-ML-03940,479031.61,128,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,3,38322.53,True,0.7383,89.9,127.49
NS-ML-03941,219755.05,44,Proprietorship,Manufacturing,Uttar Pradesh,True,45,True,4,17580.4,True,0.6332,67.36,115.62
NS-ML-03942,287393.16,111,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,5,22991.45,False,0.7489,79.08,120.61
NS-ML-03943,25000.0,152,PSU,Services,Tamil Nadu,True,45,True,4,2000.0,False,0.742,100.0,125.63
NS-ML-03944,632616.27,121,PSU,Services,Maharashtra,False,0,True,3,50609.3,True,0.6827,83.12,73.24
NS-ML-03945,120556.73,106,Private Ltd,Manufacturing,Tamil Nadu,False,0,False,3,9644.54,False,0.5533,64.96,92.15
NS-ML-03946,929967.83,185,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,3,74397.43,False,0.7923,90.04,70.41
NS-ML-03947,261503.94,56,Private Ltd,Services,Tamil Nadu,True,45,True,2,20920.32,False,0.6673,76.52,72.49
NS-ML-03948,1977706.76,52,Private Ltd,Manufacturing,Maharashtra,True,45,True,5,158216.54,False,0.685,92.05,61.17
NS-ML-03949,66102.07,106,Private Ltd,Services,Karnataka,True,45,False,1,5288.17,True,0.631,85.67,102.43
NS-ML-03950,547679.6,44,Private Ltd,Manufacturing,Gujarat,True,45,True,4,43814.37,True,0.7263,88.2,99.02
NS-ML-03951,1377544.04,130,Private Ltd,Services,Delhi,True,45,True,3,110203.52,False,0.6647,90.58,122.26
NS-ML-03952,134261.53,72,Private Ltd,Services,Uttar Pradesh,True,45,False,5,10740.92,False,0.7443,73.48,134.86
NS-ML-03953,1736177.48,47,Private Ltd,Manufacturing,Uttar Pradesh,True,45,False,5,138894.2,True,0.8153,89.87,129.85
NS-ML-03954,779992.76,81,Private Ltd,Manufacturing,Gujarat,False,0,True,1,62399.42,False,0.695,62.54,77.79
NS-ML-03955,345327.97,77,Proprietorship,Services,Maharashtra,True,45,True,4,27626.24,False,0.6888,70.7,91.54
NS-ML-03956,406693.51,85,Private Ltd,Manufacturing,Delhi,True,45,True,2,32535.48,False,0.8131,85.27,70.12
NS-ML-03957,385443.71,155,PSU,Manufacturing,Uttar Pradesh,True,45,False,2,30835.5,True,0.9357,99.41,118.68
NS-ML-03958,594172.77,80,PSU,Manufacturing,Tamil Nadu,True,45,True,2,47533.82,True,0.8755,97.7,156.85
NS-ML-03959,292681.92,107,Proprietorship,Manufacturing,Gujarat,False,0,True,2,23414.55,False,0.4494,70.51,77.0
NS-ML-03960,379429.61,71,Private Ltd,Manufacturing,Uttar Pradesh,True,45,False,5,30354.37,False,0.7026,93.33,122.28
NS-ML-03961,531893.92,89,Private Ltd,Manufacturing,Tamil Nadu,False,0,False,3,42551.51,True,0.701,71.3,89.49
NS-ML-03962,487029.57,106,Private Ltd,Services,Maharashtra,True,45,True,1,38962.37,False,0.7799,76.95,102.12
NS-ML-03963,1269311.09,52,Private Ltd,Services,Karnataka,False,0,True,1,101544.89,False,0.5719,82.76,115.55
NS-ML-03964,269602.55,59,State Govt,Manufacturing,Karnataka,True,45,True,3,21568.2,True,0.8149,91.16,155.16
NS-ML-03965,307263.6,90,Private Ltd,Manufacturing,Karnataka,True,45,True,3,24581.09,False,0.7479,91.18,77.58
NS-ML-03966,864390.87,179,Private Ltd,Manufacturing,Gujarat,False,0,False,1,69151.27,False,0.7532,61.24,87.34
NS-ML-03967,282627.65,125,State Govt,Manufacturing,Uttar Pradesh,True,45,True,5,22610.21,False,0.8172,91.32,129.08
NS-ML-03968,1109701.6,48,PSU,Services,Karnataka,True,45,True,5,88776.13,False,0.7207,95.08,152.0
NS-ML-03969,78305.7,178,Private Ltd,Services,Tamil Nadu,True,45,True,1,6264.46,True,0.8015,93.7,128.36
NS-ML-03970,495098.29,61,Private Ltd,Services,Gujarat,True,45,True,1,39607.86,False,0.8195,80.43,61.02
NS-ML-03971,64658.9,237,State Govt,Manufacturing,Karnataka,False,0,True,2,5172.71,True,0.6583,83.57,146.91
NS-ML-03972,73541.21,54,Proprietorship,Manufacturing,Maharashtra,True,45,False,1,5883.3,False,0.702,74.53,89.37
NS-ML-03973,443915.72,77,Proprietorship,Manufacturing,Maharashtra,True,45,False,5,35513.26,False,0.6131,62.25,76.9
NS-ML-03974,176190.82,128,Private Ltd,Services,Maharashtra,False,0,True,5,14095.27,False,0.7246,73.86,89.37
NS-ML-03975,209038.49,48,Private Ltd,Manufacturing,Gujarat,False,0,True,4,16723.08,True,0.7223,70.92,104.76
NS-ML-03976,251385.39,71,Private Ltd,Services,Gujarat,False,0,True,5,20110.83,True,0.768,64.51,97.74
NS-ML-03977,388482.93,90,Private Ltd,Services,Maharashtra,True,45,True,1,31078.63,False,0.6815,82.86,76.4
NS-ML-03978,862481.73,66,State Govt,Services,Maharashtra,False,0,True,1,68998.54,True,0.7953,82.78,56.72
NS-ML-03979,238030.97,86,Proprietorship,Services,Uttar Pradesh,False,0,True,1,19042.48,False,0.4899,60.99,122.05
NS-ML-03980,84688.04,222,State Govt,Services,Maharashtra,True,45,True,3,6775.04,False,0.8266,100.0,74.15
NS-ML-03981,92223.51,95,Private Ltd,Services,Tamil Nadu,False,0,True,3,7377.88,True,0.6946,64.98,101.18
NS-ML-03982,1349277.85,101,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,3,107942.23,True,0.7073,88.12,128.59
NS-ML-03983,89897.86,74,Private Ltd,Manufacturing,Delhi,True,45,False,2,7191.83,False,0.7176,83.5,68.42
NS-ML-03984,151994.52,217,PSU,Manufacturing,Uttar Pradesh,False,0,True,1,12159.56,False,0.7316,78.32,117.51
NS-ML-03985,1516077.55,38,Private Ltd,Manufacturing,Gujarat,True,45,True,1,121286.2,False,0.7073,88.31,132.2
NS-ML-03986,385551.79,136,Proprietorship,Services,Karnataka,True,45,False,3,30844.14,True,0.6236,61.34,104.62
NS-ML-03987,183451.72,199,Central Govt,Services,Delhi,True,45,True,5,14676.14,False,0.7973,100.0,108.16
NS-ML-03988,157530.29,47,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,4,12602.42,True,0.693,64.57,136.46
NS-ML-03989,100553.04,39,Private Ltd,Manufacturing,Uttar Pradesh,False,0,False,4,8044.24,False,0.6006,71.27,125.37
NS-ML-03990,52250.79,30,Private Ltd,Manufacturing,Maharashtra,True,45,True,5,4180.06,False,0.8344,83.62,65.22
NS-ML-03991,143257.38,47,Private Ltd,Manufacturing,Maharashtra,True,45,False,5,11460.59,False,0.7526,80.14,60.34
NS-ML-03992,986783.34,186,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,4,78942.67,True,0.7984,83.53,119.99
NS-ML-03993,258101.54,98,Private Ltd,Services,Gujarat,True,45,True,4,20648.12,False,0.704,84.27,87.64
NS-ML-03994,364837.34,69,Private Ltd,Services,Uttar Pradesh,True,45,True,5,29186.99,True,0.6356,84.52,132.41
NS-ML-03995,797055.18,108,PSU,Manufacturing,Karnataka,True,45,False,2,63764.41,True,0.8086,99.64,146.96
NS-ML-03996,437578.66,143,PSU,Manufacturing,Gujarat,True,45,False,5,35006.29,False,0.7744,100.0,142.31
NS-ML-03997,191626.55,151,Central Govt,Services,Karnataka,True,45,True,2,15330.12,False,0.8434,99.06,116.22
NS-ML-03998,57095.16,51,Private Ltd,Services,Maharashtra,False,0,True,2,4567.61,False,0.7021,60.81,84.78
NS-ML-03999,374079.77,122,Proprietorship,Manufacturing,Gujarat,False,0,True,2,29926.38,False,0.5864,57.32,94.67
NS-ML-04000,41309.7,134,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,2,3304.78,False,0.6237,62.24,134.48
NS-ML-04001,200986.48,105,PSU,Manufacturing,Maharashtra,False,0,True,2,16078.92,True,0.7266,79.1,80.47
NS-ML-04002,1805166.19,70,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,5,144413.29,False,0.6786,90.84,125.5
NS-ML-04003,49541.91,121,Private Ltd,Services,Tamil Nadu,False,0,True,2,3963.35,True,0.6601,70.53,108.02
NS-ML-04004,647395.69,96,Private Ltd,Services,Tamil Nadu,True,45,True,5,51791.66,False,0.8954,80.07,77.25
NS-ML-04005,205229.27,88,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,1,16418.34,False,0.604,66.69,67.79
NS-ML-04006,309748.19,154,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,2,24779.86,False,0.6943,63.86,116.09
NS-ML-04007,37973.35,157,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,4,3037.87,False,0.6608,64.23,63.66
NS-ML-04008,143060.42,44,Private Ltd,Manufacturing,Maharashtra,True,45,True,2,11444.83,False,0.7952,88.56,85.54
NS-ML-04009,369156.36,162,Proprietorship,Services,Uttar Pradesh,True,45,True,4,29532.51,False,0.6692,64.68,129.52
NS-ML-04010,500087.04,192,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,2,40006.96,False,0.7249,85.37,137.7
NS-ML-04011,265850.71,187,Private Ltd,Manufacturing,Gujarat,True,45,False,4,21268.06,False,0.7963,82.48,84.18
NS-ML-04012,26703.64,152,Private Ltd,Services,Delhi,False,0,False,5,2136.29,True,0.6475,61.05,106.23
NS-ML-04013,62102.21,85,Private Ltd,Manufacturing,Karnataka,True,45,False,5,4968.18,True,0.7531,88.11,101.97
NS-ML-04014,252337.42,73,Private Ltd,Services,Tamil Nadu,True,45,True,5,20186.99,False,0.8471,77.45,73.6
NS-ML-04015,859422.36,215,State Govt,Manufacturing,Maharashtra,False,0,True,5,68753.79,False,0.705,86.0,91.81
NS-ML-04016,898212.24,46,Proprietorship,Manufacturing,Maharashtra,True,45,True,1,71856.98,False,0.57,72.32,67.95
NS-ML-04017,404176.9,33,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,4,32334.15,False,0.7045,84.18,112.87
NS-ML-04018,81710.44,150,Private Ltd,Services,Gujarat,True,45,True,1,6536.83,False,0.7715,86.0,103.85
NS-ML-04019,297272.61,165,Private Ltd,Manufacturing,Karnataka,True,45,True,5,23781.81,True,0.7166,79.3,101.13
NS-ML-04020,109345.41,163,Proprietorship,Manufacturing,Delhi,True,45,True,1,8747.63,False,0.7185,68.61,70.16
NS-ML-04021,211687.42,95,Proprietorship,Services,Uttar Pradesh,False,0,True,2,16934.99,True,0.6138,55.89,142.75
NS-ML-04022,359886.91,235,Private Ltd,Manufacturing,Gujarat,True,45,True,4,28790.95,False,0.7609,75.0,75.78
NS-ML-04023,73740.06,136,Proprietorship,Services,Uttar Pradesh,True,45,True,1,5899.21,True,0.5954,70.46,134.36
NS-ML-04024,64991.86,100,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,1,5199.35,False,0.6909,76.26,126.53
NS-ML-04025,717046.05,128,PSU,Services,Delhi,True,45,False,4,57363.68,False,0.8244,100.0,138.41
NS-ML-04026,115471.93,102,Private Ltd,Services,Maharashtra,True,45,True,2,9237.75,False,0.6999,80.33,84.38
NS-ML-04027,1051779.76,169,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,4,84142.38,False,0.7903,100.0,135.67
NS-ML-04028,195224.65,107,PSU,Manufacturing,Uttar Pradesh,True,45,True,5,15617.97,False,0.8868,93.7,110.13
NS-ML-04029,252229.13,67,Private Ltd,Manufacturing,Tamil Nadu,True,45,False,2,20178.33,True,0.7676,69.49,88.49
NS-ML-04030,504657.68,205,PSU,Manufacturing,Maharashtra,True,45,True,1,40372.61,False,0.9082,100.0,95.82
NS-ML-04031,411132.15,268,Private Ltd,Services,Uttar Pradesh,False,0,False,4,32890.57,False,0.7466,82.22,131.52
NS-ML-04032,461506.68,167,Central Govt,Manufacturing,Uttar Pradesh,True,45,True,4,36920.53,False,0.8988,96.64,136.1
NS-ML-04033,242777.67,138,Private Ltd,Manufacturing,Maharashtra,False,0,True,1,19422.21,True,0.6587,63.72,56.52
NS-ML-04034,95130.8,98,Private Ltd,Manufacturing,Karnataka,False,0,True,5,7610.46,False,0.5823,67.42,97.35
NS-ML-04035,166819.8,30,Private Ltd,Services,Uttar Pradesh,True,45,True,2,13345.58,False,0.7448,87.61,108.04
NS-ML-04036,2411081.07,81,Private Ltd,Manufacturing,Maharashtra,True,45,True,5,192886.49,True,0.6562,89.36,63.65
NS-ML-04037,376395.66,61,Private Ltd,Services,Gujarat,True,45,True,3,30111.65,False,0.7114,82.95,90.84
NS-ML-04038,133914.68,62,Central Govt,Services,Uttar Pradesh,False,0,True,2,10713.17,True,0.7161,81.87,146.66
NS-ML-04039,317720.45,172,Private Ltd,Manufacturing,Delhi,False,0,True,2,25417.64,False,0.602,70.35,59.72
NS-ML-04040,686273.26,41,Private Ltd,Manufacturing,Delhi,True,45,True,1,54901.86,False,0.6955,84.7,65.98
NS-ML-04041,133231.16,92,Private Ltd,Services,Gujarat,True,45,True,5,10658.49,True,0.8597,92.71,95.7
NS-ML-04042,1245908.92,84,Private Ltd,Services,Tamil Nadu,True,45,True,5,99672.71,True,0.6581,96.45,139.73
NS-ML-04043,313178.35,86,Central Govt,Services,Maharashtra,False,0,True,3,25054.27,False,0.6956,86.31,70.22
NS-ML-04044,1629312.22,32,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,3,130344.98,True,0.6153,73.4,156.71
NS-ML-04045,245617.32,84,Proprietorship,Services,Maharashtra,True,45,True,2,19649.39,False,0.6189,67.04,99.73
NS-ML-04046,208268.15,191,Central Govt,Manufacturing,Gujarat,True,45,True,5,16661.45,False,0.8416,100.0,124.77
NS-ML-04047,833918.2,121,State Govt,Services,Karnataka,True,45,True,2,66713.46,True,0.7407,99.55,131.97
NS-ML-04048,75388.01,101,Private Ltd,Manufacturing,Maharashtra,True,45,True,1,6031.04,False,0.668,84.13,74.76
NS-ML-04049,159768.87,195,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,5,12781.51,False,0.7683,76.86,131.23
NS-ML-04050,109317.35,178,Private Ltd,Services,Uttar Pradesh,False,0,True,3,8745.39,True,0.6362,76.65,119.73
NS-ML-04051,1462767.11,78,PSU,Services,Karnataka,True,45,False,2,117021.37,False,0.7002,100.0,158.31
NS-ML-04052,259156.3,241,Private Ltd,Manufacturing,Karnataka,True,45,True,5,20732.5,False,0.7196,90.48,81.06
NS-ML-04053,795749.15,119,Private Ltd,Services,Gujarat,True,45,False,1,63659.93,True,0.6808,82.67,107.37
NS-ML-04054,399143.03,134,Private Ltd,Services,Uttar Pradesh,True,45,False,2,31931.44,False,0.79,74.07,114.14
NS-ML-04055,1049657.76,80,Private Ltd,Manufacturing,Maharashtra,False,0,True,1,83972.62,False,0.5331,78.21,83.45
NS-ML-04056,241241.85,177,Private Ltd,Services,Gujarat,True,45,True,2,19299.35,False,0.7592,87.11,83.99
NS-ML-04057,198512.02,92,Private Ltd,Manufacturing,Maharashtra,True,45,True,3,15880.96,True,0.8131,74.96,87.44
NS-ML-04058,95215.15,123,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,2,7617.21,True,0.6927,63.53,86.78
NS-ML-04059,310028.5,170,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,1,24802.28,False,0.7115,49.99,139.81
NS-ML-04060,1279927.97,93,State Govt,Services,Maharashtra,True,45,True,2,102394.24,True,0.7274,100.0,54.15
NS-ML-04061,542879.09,82,Central Govt,Services,Gujarat,False,0,True,5,43430.33,True,0.7787,84.66,140.97
NS-ML-04062,147845.37,127,Private Ltd,Services,Tamil Nadu,False,0,False,2,11827.63,False,0.7241,80.94,81.42
NS-ML-04063,1280724.18,174,Proprietorship,Manufacturing,Delhi,False,0,True,4,102457.93,False,0.4558,60.77,118.82
NS-ML-04064,1082983.81,59,Private Ltd,Services,Gujarat,False,0,True,1,86638.7,False,0.5964,67.67,108.71
NS-ML-04065,1250529.41,69,Private Ltd,Services,Delhi,True,45,False,3,100042.35,True,0.6574,100.0,133.8
NS-ML-04066,168168.18,60,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,5,13453.45,False,0.6548,62.54,97.68
NS-ML-04067,162668.2,129,State Govt,Manufacturing,Uttar Pradesh,False,0,True,1,13013.46,False,0.7746,89.91,121.7
NS-ML-04068,140767.81,288,Private Ltd,Services,Uttar Pradesh,False,0,True,4,11261.42,True,0.7934,71.79,129.34
NS-ML-04069,391485.38,118,PSU,Services,Uttar Pradesh,False,0,True,3,31318.83,False,0.6831,94.89,108.18
NS-ML-04070,1863175.3,66,State Govt,Services,Gujarat,True,45,True,3,149054.02,False,0.6731,100.0,134.4
NS-ML-04071,183349.23,153,Private Ltd,Manufacturing,Maharashtra,True,45,True,2,14667.94,False,0.7403,85.49,65.21
NS-ML-04072,119898.87,56,State Govt,Manufacturing,Delhi,False,0,True,1,9591.91,False,0.8438,88.6,134.57
NS-ML-04073,125061.61,218,PSU,Services,Gujarat,True,45,False,4,10004.93,True,0.6721,97.77,158.68
NS-ML-04074,773854.21,133,Private Ltd,Manufacturing,Maharashtra,True,45,True,4,61908.34,True,0.7895,88.0,69.98
NS-ML-04075,102095.68,59,Private Ltd,Services,Maharashtra,False,0,False,4,8167.65,True,0.6796,66.24,89.25
NS-ML-04076,448652.96,127,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,1,35892.24,False,0.7998,93.11,131.52
NS-ML-04077,439138.51,210,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,5,35131.08,False,0.6458,65.13,122.2
NS-ML-04078,210795.87,58,Proprietorship,Manufacturing,Tamil Nadu,True,45,True,1,16863.67,False,0.6361,69.41,88.66
NS-ML-04079,1022169.57,72,Private Ltd,Manufacturing,Gujarat,False,0,True,1,81773.57,True,0.5548,72.31,129.89
NS-ML-04080,360462.51,137,Proprietorship,Services,Tamil Nadu,True,45,True,3,28837.0,False,0.6941,76.97,71.08
NS-ML-04081,294158.76,197,Proprietorship,Manufacturing,Maharashtra,True,45,True,2,23532.7,False,0.6954,78.36,79.69
NS-ML-04082,218182.99,110,Proprietorship,Manufacturing,Karnataka,False,0,True,5,17454.64,False,0.5838,60.84,85.63
NS-ML-04083,164651.96,158,PSU,Manufacturing,Delhi,True,45,True,2,13172.16,False,0.7817,100.0,128.61
NS-ML-04084,585751.9,281,Private Ltd,Services,Tamil Nadu,True,45,True,3,46860.15,False,0.8321,89.17,76.0
NS-ML-04085,228664.4,73,Private Ltd,Services,Uttar Pradesh,True,45,False,2,18293.15,False,0.7529,72.9,127.65
NS-ML-04086,196090.66,139,Proprietorship,Manufacturing,Uttar Pradesh,True,45,True,5,15687.25,False,0.5679,69.5,143.22
NS-ML-04087,823777.12,48,State Govt,Manufacturing,Uttar Pradesh,False,0,True,1,65902.17,False,0.7736,65.9,143.76
NS-ML-04088,861321.41,84,PSU,Services,Uttar Pradesh,False,0,True,4,68905.71,False,0.747,77.57,121.23
NS-ML-04089,380962.82,62,Private Ltd,Manufacturing,Maharashtra,False,0,True,2,30477.03,False,0.8039,65.18,70.15
NS-ML-04090,220633.99,110,State Govt,Manufacturing,Maharashtra,False,0,True,1,17650.72,False,0.6559,84.85,86.18
NS-ML-04091,1075857.96,126,Private Ltd,Services,Delhi,True,45,False,3,86068.64,False,0.6853,87.75,122.72
NS-ML-04092,55464.89,129,Proprietorship,Manufacturing,Delhi,True,45,True,4,4437.19,False,0.6516,74.86,82.99
NS-ML-04093,28065.77,175,Private Ltd,Services,Maharashtra,True,45,True,4,2245.26,False,0.7772,87.28,87.91
NS-ML-04094,135778.47,62,Central Govt,Manufacturing,Uttar Pradesh,True,45,True,2,10862.28,False,0.6842,100.0,96.21
NS-ML-04095,325307.16,65,Private Ltd,Manufacturing,Uttar Pradesh,True,45,False,3,26024.57,False,0.7032,84.1,135.7
NS-ML-04096,434291.12,92,Private Ltd,Services,Gujarat,False,0,True,4,34743.29,False,0.7075,82.38,77.92
NS-ML-04097,478999.11,61,Private Ltd,Manufacturing,Tamil Nadu,False,0,False,4,38319.93,False,0.7063,69.63,79.5
NS-ML-04098,233292.75,31,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,2,18663.42,True,0.6696,78.54,157.24
NS-ML-04099,392544.25,189,State Govt,Manufacturing,Maharashtra,False,0,False,1,31403.54,False,0.6765,76.6,74.0
NS-ML-04100,211435.23,176,Private Ltd,Manufacturing,Gujarat,False,0,True,1,16914.82,False,0.6483,66.08,97.07
NS-ML-04101,191203.16,69,Private Ltd,Manufacturing,Karnataka,True,45,False,2,15296.25,False,0.846,85.03,70.54
NS-ML-04102,340767.68,88,Proprietorship,Services,Uttar Pradesh,True,45,True,5,27261.41,True,0.6538,71.05,112.0
NS-ML-04103,359020.97,124,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,4,28721.68,True,0.6993,93.14,116.82
NS-ML-04104,109705.5,42,Private Ltd,Manufacturing,Tamil Nadu,True,45,False,2,8776.44,False,0.7179,91.39,82.06
NS-ML-04105,223092.52,54,Proprietorship,Manufacturing,Delhi,True,45,True,3,17847.4,False,0.7454,77.82,70.63
NS-ML-04106,157688.83,91,PSU,Services,Maharashtra,True,45,True,3,12615.11,True,0.6967,100.0,84.06
NS-ML-04107,130541.49,128,PSU,Manufacturing,Uttar Pradesh,True,45,False,3,10443.32,True,0.8217,100.0,105.54
NS-ML-04108,295717.92,112,Private Ltd,Manufacturing,Gujarat,True,45,True,3,23657.43,False,0.8316,91.9,86.49
NS-ML-04109,192303.62,107,PSU,Services,Gujarat,True,45,True,2,15384.29,False,0.8719,96.86,123.31
NS-ML-04110,362727.99,264,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,2,29018.24,True,0.8007,82.55,133.81
NS-ML-04111,34150.98,222,Private Ltd,Manufacturing,Tamil Nadu,True,45,True,2,2732.08,False,0.7506,83.9,97.52
NS-ML-04112,102420.3,39,Private Ltd,Manufacturing,Tamil Nadu,False,0,True,5,8193.62,True,0.7475,70.69,105.84
NS-ML-04113,738256.64,39,Central Govt,Manufacturing,Karnataka,False,0,True,4,59060.53,False,0.6748,86.79,131.9
NS-ML-04114,175544.63,123,PSU,Manufacturing,Gujarat,False,0,True,3,14043.57,False,0.7169,85.77,115.11
NS-ML-04115,291856.9,286,Private Ltd,Services,Maharashtra,True,45,True,2,23348.55,False,0.8289,79.8,79.78
NS-ML-04116,299409.26,190,State Govt,Manufacturing,Delhi,True,45,True,2,23952.74,True,0.7767,97.04,146.36
NS-ML-04117,108212.73,64,Private Ltd,Manufacturing,Tamil Nadu,True,45,False,3,8657.02,True,0.7753,78.64,105.58
NS-ML-04118,231296.52,144,Private Ltd,Manufacturing,Maharashtra,True,45,True,4,18503.72,False,0.7518,79.22,74.74
NS-ML-04119,434839.72,48,Central Govt,Services,Maharashtra,True,45,True,1,34787.18,False,0.9607,93.54,60.67
NS-ML-04120,53015.23,151,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,5,4241.22,False,0.6916,80.56,109.71
NS-ML-04121,449512.38,208,Proprietorship,Services,Karnataka,True,45,True,4,35960.99,True,0.6189,63.32,88.31
NS-ML-04122,344978.03,105,Proprietorship,Services,Maharashtra,False,0,True,2,27598.24,False,0.5324,59.42,74.75
NS-ML-04123,318052.92,168,Private Ltd,Services,Tamil Nadu,False,0,True,5,25444.23,True,0.6836,61.53,83.59
NS-ML-04124,1128620.53,115,Private Ltd,Services,Maharashtra,True,45,True,5,90289.64,False,0.6653,90.77,67.77
NS-ML-04125,233136.93,66,Proprietorship,Services,Maharashtra,False,0,False,4,18650.95,True,0.5196,49.08,79.21
NS-ML-04126,129573.14,60,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,2,10365.85,False,0.7928,80.62,162.15
NS-ML-04127,40105.54,122,Private Ltd,Manufacturing,Maharashtra,True,45,True,2,3208.44,False,0.7748,89.45,72.57
NS-ML-04128,132818.65,147,Proprietorship,Services,Uttar Pradesh,True,45,True,4,10625.49,False,0.554,77.06,103.39
NS-ML-04129,482645.19,66,Private Ltd,Manufacturing,Uttar Pradesh,False,0,False,1,38611.62,False,0.5815,70.39,131.24
NS-ML-04130,358668.12,142,State Govt,Manufacturing,Uttar Pradesh,True,45,True,3,28693.45,False,0.8298,96.29,140.26
NS-ML-04131,1037326.88,111,Private Ltd,Services,Gujarat,True,45,True,2,82986.15,True,0.5909,84.07,130.0
NS-ML-04132,1154365.27,113,Private Ltd,Manufacturing,Uttar Pradesh,False,0,True,5,92349.22,False,0.6075,69.72,146.32
NS-ML-04133,759790.78,35,Proprietorship,Services,Maharashtra,False,0,True,4,60783.26,True,0.6457,55.93,91.87
NS-ML-04134,2087355.28,141,Private Ltd,Manufacturing,Maharashtra,True,45,False,5,166988.42,False,0.6396,95.46,80.44
NS-ML-04135,445286.12,106,PSU,Services,Gujarat,True,45,True,2,35622.89,False,0.8086,100.0,125.07
NS-ML-04136,1010702.16,113,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,5,80856.17,False,0.7457,82.43,124.7
NS-ML-04137,80743.28,137,Private Ltd,Manufacturing,Uttar Pradesh,True,45,True,2,6459.46,False,0.8115,84.31,121.14
NS-ML-04138,449109.2,153,Proprietorship,Services,Gujarat,False,0,True,5,35928.74,True,0.6076,48.44,106.07
NS-ML-04139,539971.03,108,PSU,Services,Gujarat,True,45,False,4,43197.68,False,0.8224,100.0,130.94
NS-ML-04140,56640.21,90,Proprietorship,Services,Delhi,True,45,True,3,4531.22,True,0.6008,82.1,103.67
NS-ML-04141,232662.5,77,Private Ltd,Manufacturing,Delhi,False,0,True,5,18613.0,True,0.6943,69.69,94.95
NS-ML-04142,183054.99,114,Private Ltd,Services,Uttar Pradesh,False,0,True,2,14644.4,False,0.7653,75.94,145.63
NS-ML-04143,247401.96,70,Central Govt,Services,Maharashtra,True,45,True,5,19792.16,True,0.7694,86.71,80.84
NS-ML-04144,638714.09,135,PSU,Services,Uttar Pradesh,True,45,True,1,51097.13,True,0.8239,98.8,145.09
NS-ML-04145,1670724.79,215,Private Ltd,Services,Gujarat,True,45,True,3,133657.98,False,0.6012,80.18,112.7
