case_id,state,buyer_state,buyer_type,sector,dispute_amount,days_overdue,has_agreement,invoice_count,outcome,recovery_percentage,recovered_amount,stage,resolution_days,month,buyer_gstin,buyer_name,buyer_gst_compliant
NS-DIS-04420,Delhi,Delhi,Proprietorship,Services,4084561.51,102,True,1,Partial settlement,82,3349340.44,UNP_Settled,87,8,19AABCX0123E1ZP,Buyer Entity 123,False
NS-DIS-04421,Delhi,Delhi,Partnership,Manufacturing,200869.55,141,True,4,Partial settlement,93,186808.68,UNP_Settled,76,10,01AABCX0140E1ZP,Buyer Entity 140,True
NS-DIS-04422,Gujarat,Gujarat,Proprietorship,Services,117373.22,40,False,4,In process,51,59860.34,Arbitration,38,2,18AABCX0157E1ZP,Buyer Entity 157,True
NS-DIS-04423,Maharashtra,Maharashtra,Private Ltd,Services,256400.2,135,False,1,Partial settlement,79,202556.16,UNP_Settled,55,9,35AABCX0174E1ZP,Buyer Entity 174,True
NS-DIS-04424,Delhi,Karnataka,Private Ltd,Services,424861.85,84,True,2,In process,45,191187.83,Arbitration,55,1,17AABCX0191E1ZP,Buyer Entity 191,True
NS-DIS-04425,Tamil Nadu,Tamil Nadu,Private Ltd,Manufacturing,159900.27,76,True,1,Partial settlement,69,110331.19,UNP_Settled,30,5,34AABCX0208E1ZP,Buyer Entity 208,True
NS-DIS-04426,Karnataka,Maharashtra,Partnership,Manufacturing,150414.24,264,False,2,Partial settlement,73,109802.4,UNP_Settled,77,4,16AABCX0225E1ZP,Buyer Entity 225,False
NS-DIS-04427,Others,Others,Private Ltd,Services,138005.47,220,True,4,Full recovery,100,138005.47,Recovered,101,2,33AABCX0242E1ZP,Buyer Entity 242,True
NS-DIS-04428,Delhi,Delhi,Private Ltd,Services,110474.73,332,False,1,Partial settlement,77,85065.54,UNP_Settled,152,1,15AABCX0259E1ZP,Buyer Entity 259,False
NS-DIS-04429,Maharashtra,West Bengal,Private Ltd,Manufacturing,166369.95,62,True,2,Full recovery,100,166369.95,Recovered,41,6,32AABCX0276E1ZP,Buyer Entity 276,False
NS-DIS-04430,Maharashtra,Maharashtra,Central Govt,Services,236139.74,204,True,2,Full recovery,100,236139.74,Recovered,92,9,14AABCX0293E1ZP,Buyer Entity 293,True
NS-DIS-04431,Maharashtra,Maharashtra,Proprietorship,Manufacturing,317321.98,68,True,3,Full recovery,100,317321.98,Recovered,71,3,31AABCX0310E1ZP,Buyer Entity 310,True
NS-DIS-04432,Rajasthan,Rajasthan,Private Ltd,Services,81254.89,111,False,3,Partial settlement,73,59316.07,UNP_Settled,36,7,13AABCX0327E1ZP,Buyer Entity 327,False
NS-DIS-04433,Rajasthan,Rajasthan,PSU,Manufacturing,82135.15,108,False,3,Partial settlement,85,69814.88,UNP_Settled,79,10,30AABCX0344E1ZP,Buyer Entity 344,True
NS-DIS-04434,Others,Others,PSU,Services,169950.83,227,True,4,Full recovery,100,169950.83,Recovered,119,1,12AABCX0361E1ZP,Buyer Entity 361,True
NS-DIS-04435,Tamil Nadu,Rajasthan,Proprietorship,Manufacturing,962367.57,214,True,4,Partial settlement,55,529302.16,UNP_Settled,89,12,29AABCX0378E1ZP,Buyer Entity 378,True
NS-DIS-04436,Delhi,Delhi,Private Ltd,Services,512337.82,91,True,1,Unresolved,1,5123.38,Award_Passed,39,8,11AABCX0395E1ZP,Buyer Entity 395,True
NS-DIS-04437,Others,Others,LLP,Manufacturing,433897.32,153,False,2,Partial settlement,56,242982.5,UNP_Settled,74,11,28AABCX0412E1ZP,Buyer Entity 412,False
NS-DIS-04438,Maharashtra,Maharashtra,Private Ltd,Manufacturing,897867.55,245,True,5,Full recovery,100,897867.55,Recovered,98,11,10AABCX0429E1ZP,Buyer Entity 429,True
NS-DIS-04439,Maharashtra,Gujarat,Proprietorship,Manufacturing,169530.41,56,True,2,Full recovery,100,169530.41,Recovered,36,10,27AABCX0446E1ZP,Buyer Entity 446,False
NS-DIS-04440,Rajasthan,Rajasthan,Private Ltd,Manufacturing,136704.12,171,True,4,Full recovery,100,136704.12,Recovered,82,3,09AABCX0463E1ZP,Buyer Entity 463,True
NS-DIS-04441,West Bengal,West Bengal,Partnership,Manufacturing,219064.59,80,False,2,Full recovery,100,219064.59,Recovered,50,8,26AABCX0480E1ZP,Buyer Entity 480,True
NS-DIS-04442,Others,Gujarat,Private Ltd,Manufacturing,225976.08,177,True,4,Partial settlement,68,153663.73,UNP_Settled,74,4,08AABCX0497E1ZP,Buyer Entity 497,True
NS-DIS-04443,Maharashtra,Maharashtra,Partnership,Services,245053.37,230,True,3,In process,38,93120.28,Conciliation,68,10,15AABCX0014E1ZP,Buyer Entity 014,True
NS-DIS-04444,Others,Others,Private Ltd,Manufacturing,301030.36,102,True,4,In process,35,105360.63,MSEFC_Referred,42,11,32AABCX0031E1ZP,Buyer Entity 031,True
NS-DIS-04445,Others,Others,Proprietorship,Manufacturing,698712.89,83,True,1,Partial settlement,56,391279.22,UNP_Settled,44,12,14AABCX0048E1ZP,Buyer Entity 048,True
NS-DIS-04446,Karnataka,Karnataka,State Govt,Services,198618.89,65,True,3,Full recovery,100,198618.89,Recovered,81,11,31AABCX0065E1ZP,Buyer Entity 065,True
NS-DIS-04447,Tamil Nadu,Uttar Pradesh,LLP,Manufacturing,181705.0,140,False,5,In process,27,49060.35,Arbitration,39,4,13AABCX0082E1ZP,Buyer Entity 082,False
NS-DIS-04448,Tamil Nadu,Tamil Nadu,PSU,Services,221073.82,97,False,2,Partial settlement,82,181280.53,UNP_Settled,85,10,30AABCX0099E1ZP,Buyer Entity 099,True
NS-DIS-04449,Delhi,Delhi,LLP,Services,311379.3,175,True,1,Full recovery,100,311379.3,Recovered,74,2,12AABCX0116E1ZP,Buyer Entity 116,True
NS-DIS-04450,Gujarat,Karnataka,Proprietorship,Services,284242.46,70,True,4,In process,53,150648.5,Conciliation,53,8,29AABCX0133E1ZP,Buyer Entity 133,True
NS-DIS-04451,Tamil Nadu,Tamil Nadu,Private Ltd,Services,214110.7,95,True,2,Full recovery,100,214110.7,Recovered,66,3,11AABCX0150E1ZP,Buyer Entity 150,True
NS-DIS-04452,Delhi,Delhi,Private Ltd,Manufacturing,90369.53,174,True,1,Partial settlement,56,50606.94,UNP_Settled,60,7,28AABCX0167E1ZP,Buyer Entity 167,True
NS-DIS-04453,Gujarat,Gujarat,PSU,Manufacturing,415478.78,73,True,3,Full recovery,100,415478.78,Recovered,77,10,10AABCX0184E1ZP,Buyer Entity 184,True
NS-DIS-04454,Gujarat,Gujarat,State Govt,Manufacturing,447297.7,114,True,2,In process,48,214702.9,MSEFC_Referred,87,7,27AABCX0201E1ZP,Buyer Entity 201,True
NS-DIS-04455,Maharashtra,Rajasthan,Private Ltd,Manufacturing,143054.65,64,True,2,Full recovery,100,143054.65,Recovered,54,12,09AABCX0218E1ZP,Buyer Entity 218,True
NS-DIS-04456,Others,Uttar Pradesh,Proprietorship,Manufacturing,291701.39,58,True,3,Partial settlement,76,221693.06,UNP_Settled,59,3,26AABCX0235E1ZP,Buyer Entity 235,False
NS-DIS-04457,Tamil Nadu,Maharashtra,Private Ltd,Manufacturing,138181.41,137,False,1,Partial settlement,94,129890.53,UNP_Settled,59,5,08AABCX0252E1ZP,Buyer Entity 252,True
NS-DIS-04458,Others,Others,Private Ltd,Manufacturing,370715.43,119,True,1,In process,34,126043.25,Conciliation,84,4,25AABCX0269E1ZP,Buyer Entity 269,True
NS-DIS-04459,Maharashtra,Maharashtra,Partnership,Manufacturing,152702.14,135,True,1,In process,24,36648.51,Conciliation,57,1,07AABCX0286E1ZP,Buyer Entity 286,False
NS-DIS-04460,Delhi,Karnataka,Private Ltd,Manufacturing,61846.62,249,False,4,Full recovery,100,61846.62,Recovered,92,5,24AABCX0303E1ZP,Buyer Entity 303,True
NS-DIS-04461,Delhi,Delhi,Proprietorship,Manufacturing,551418.16,253,True,1,In process,34,187482.17,Arbitration,75,5,06AABCX0320E1ZP,Buyer Entity 320,True
NS-DIS-04462,Gujarat,Gujarat,PSU,Services,179887.53,107,True,5,Full recovery,100,179887.53,Recovered,89,4,23AABCX0337E1ZP,Buyer Entity 337,True
NS-DIS-04463,Uttar Pradesh,Maharashtra,LLP,Services,741022.5,105,False,3,Partial settlement,73,540946.43,UNP_Settled,83,3,05AABCX0354E1ZP,Buyer Entity 354,True
NS-DIS-04464,Maharashtra,Maharashtra,State Govt,Manufacturing,114258.36,82,True,3,In process,34,38847.84,Arbitration,62,2,22AABCX0371E1ZP,Buyer Entity 371,True
NS-DIS-04465,Karnataka,Karnataka,Private Ltd,Manufacturing,45075.43,116,True,1,Unresolved,23,10367.35,Award_Passed,60,12,04AABCX0388E1ZP,Buyer Entity 388,True
NS-DIS-04466,Maharashtra,Maharashtra,Proprietorship,Manufacturing,492292.14,140,False,4,Partial settlement,92,452908.77,UNP_Settled,57,4,21AABCX0405E1ZP,Buyer Entity 405,True
NS-DIS-04467,Tamil Nadu,Tamil Nadu,Partnership,Manufacturing,365303.18,108,False,3,Partial settlement,79,288589.51,UNP_Settled,52,1,03AABCX0422E1ZP,Buyer Entity 422,True
NS-DIS-04468,Delhi,Delhi,LLP,Services,298386.46,145,False,1,Full recovery,100,298386.46,Recovered,52,4,20AABCX0439E1ZP,Buyer Entity 439,False
NS-DIS-04469,Maharashtra,Maharashtra,PSU,Services,244087.85,174,False,2,Full recovery,100,244087.85,Recovered,117,10,02AABCX0456E1ZP,Buyer Entity 456,False
NS-DIS-04470,Uttar Pradesh,Uttar Pradesh,LLP,Services,1372797.39,54,True,1,Full recovery,100,1372797.39,Recovered,87,5,19AABCX0473E1ZP,Buyer Entity 473,True
NS-DIS-04471,Gujarat,Gujarat,PSU,Services,1296602.07,141,False,1,In process,44,570504.91,MSEFC_Referred,114,2,01AABCX0490E1ZP,Buyer Entity 490,True
NS-DIS-04472,Others,Others,Proprietorship,Manufacturing,241245.72,179,False,2,Full recovery,100,241245.72,Recovered,80,7,08AABCX0007E1ZP,Buyer Entity 007,True
NS-DIS-04473,Maharashtra,Maharashtra,Private Ltd,Manufacturing,421552.82,81,False,5,Full recovery,100,421552.82,Recovered,41,9,25AABCX0024E1ZP,Buyer Entity 024,True
NS-DIS-04474,Delhi,Maharashtra,Private Ltd,Services,105399.37,131,False,1,In process,37,38997.77,Conciliation,80,8,07AABCX0041E1ZP,Buyer Entity 041,True
NS-DIS-04475,Others,Others,Private Ltd,Services,199921.14,88,True,1,Partial settlement,79,157937.7,UNP_Settled,47,10,24AABCX0058E1ZP,Buyer Entity 058,True
NS-DIS-04476,Others,Rajasthan,Proprietorship,Services,131646.32,101,True,3,Partial settlement,55,72405.48,UNP_Settled,62,11,06AABCX0075E1ZP,Buyer Entity 075,True
NS-DIS-04477,Uttar Pradesh,West Bengal,Partnership,Manufacturing,728425.1,254,True,5,In process,44,320507.04,MSEFC_Referred,125,6,23AABCX0092E1ZP,Buyer Entity 092,True
NS-DIS-04478,Others,Others,PSU,Manufacturing,296749.75,240,True,2,Full recovery,100,296749.75,Recovered,133,3,05AABCX0109E1ZP,Buyer Entity 109,False
NS-DIS-04479,Others,Tamil Nadu,LLP,Manufacturing,118501.04,115,True,5,Full recovery,100,118501.04,Recovered,43,3,22AABCX0126E1ZP,Buyer Entity 126,True
NS-DIS-04480,Delhi,Delhi,Proprietorship,Manufacturing,311019.57,229,False,5,Partial settlement,86,267476.83,UNP_Settled,98,6,04AABCX0143E1ZP,Buyer Entity 143,True
NS-DIS-04481,Tamil Nadu,Tamil Nadu,Central Govt,Services,1683089.18,278,True,3,Full recovery,100,1683089.18,Recovered,138,8,21AABCX0160E1ZP,Buyer Entity 160,True
NS-DIS-04482,Others,Gujarat,Proprietorship,Manufacturing,90982.14,45,False,1,In process,45,40941.96,Conciliation,46,12,03AABCX0177E1ZP,Buyer Entity 177,True
NS-DIS-04483,Maharashtra,West Bengal,Proprietorship,Services,1543411.67,38,True,3,In process,42,648232.9,Arbitration,67,6,20AABCX0194E1ZP,Buyer Entity 194,True
NS-DIS-04484,West Bengal,West Bengal,Private Ltd,Manufacturing,182208.61,260,False,1,Unresolved,19,34619.64,Award_Passed,93,9,02AABCX0211E1ZP,Buyer Entity 211,True
NS-DIS-04485,Maharashtra,Maharashtra,PSU,Manufacturing,185661.49,58,False,4,Full recovery,100,185661.49,Recovered,63,6,19AABCX0228E1ZP,Buyer Entity 228,True
NS-DIS-04486,Maharashtra,Maharashtra,Proprietorship,Services,69994.16,201,False,1,Full recovery,100,69994.16,Recovered,43,2,01AABCX0245E1ZP,Buyer Entity 245,True
NS-DIS-04487,Maharashtra,Maharashtra,LLP,Manufacturing,521032.75,61,True,5,Full recovery,100,521032.75,Recovered,30,9,18AABCX0262E1ZP,Buyer Entity 262,True
NS-DIS-04488,West Bengal,West Bengal,PSU,Manufacturing,223794.72,182,True,3,In process,47,105183.52,MSEFC_Referred,105,8,35AABCX0279E1ZP,Buyer Entity 279,True
NS-DIS-04489,Karnataka,Tamil Nadu,PSU,Manufacturing,330975.34,211,True,4,Partial settlement,75,248231.51,UNP_Settled,131,12,17AABCX0296E1ZP,Buyer Entity 296,False
NS-DIS-04490,Uttar Pradesh,Uttar Pradesh,Private Ltd,Manufacturing,434360.65,177,True,2,Full recovery,100,434360.65,Recovered,90,2,34AABCX0313E1ZP,Buyer Entity 313,True
NS-DIS-04491,Maharashtra,Uttar Pradesh,Private Ltd,Services,228160.07,176,True,2,In process,50,114080.04,Conciliation,58,8,16AABCX0330E1ZP,Buyer Entity 330,True
NS-DIS-04492,Maharashtra,Maharashtra,Private Ltd,Services,160906.87,72,True,3,In process,59,94935.05,Arbitration,30,5,33AABCX0347E1ZP,Buyer Entity 347,True
NS-DIS-04493,Tamil Nadu,Karnataka,PSU,Manufacturing,62541.02,255,False,3,Full recovery,100,62541.02,Recovered,83,7,15AABCX0364E1ZP,Buyer Entity 364,False
NS-DIS-04494,Others,Others,Proprietorship,Manufacturing,224767.18,100,False,5,In process,57,128117.29,Arbitration,55,10,32AABCX0381E1ZP,Buyer Entity 381,True
NS-DIS-04495,Others,West Bengal,State Govt,Services,25000.0,72,True,4,In process,28,7000.0,Conciliation,73,2,14AABCX0398E1ZP,Buyer Entity 398,True
NS-DIS-04496,Karnataka,Tamil Nadu,Private Ltd,Manufacturing,597915.07,142,True,5,In process,35,209270.27,Conciliation,63,1,31AABCX0415E1ZP,Buyer Entity 415,True
NS-DIS-04497,Others,Others,LLP,Services,464868.12,152,False,1,Partial settlement,92,427678.67,UNP_Settled,38,7,13AABCX0432E1ZP,Buyer Entity 432,True
NS-DIS-04498,Rajasthan,Rajasthan,LLP,Manufacturing,89378.5,142,True,2,Partial settlement,92,82228.22,UNP_Settled,107,9,30AABCX0449E1ZP,Buyer Entity 449,True
NS-DIS-04499,Maharashtra,Maharashtra,Private Ltd,Manufacturing,526389.7,43,True,1,Dismissed,0,0.0,Closed,30,1,12AABCX0466E1ZP,Buyer Entity 466,False
NS-DIS-04500,Delhi,Delhi,Private Ltd,Manufacturing,179452.18,93,True,1,Partial settlement,55,98698.7,UNP_Settled,44,7,29AABCX0483E1ZP,Buyer Entity 483,True
NS-DIS-04501,Tamil Nadu,Tamil Nadu,Private Ltd,Services,379033.33,182,True,5,Full recovery,100,379033.33,Recovered,68,2,01AABCX0000E1ZP,Buyer Entity 000,True
NS-DIS-04502,Rajasthan,Tamil Nadu,Private Ltd,Manufacturing,340578.88,118,False,1,Full recovery,100,340578.88,Recovered,71,4,18AABCX0017E1ZP,Buyer Entity 017,True
NS-DIS-04503,Uttar Pradesh,Uttar Pradesh,Private Ltd,Services,318326.97,153,True,1,Full recovery,100,318326.97,Recovered,83,2,35AABCX0034E1ZP,Buyer Entity 034,True
NS-DIS-04504,Gujarat,Tamil Nadu,Private Ltd,Services,500205.58,170,True,3,In process,20,100041.12,MSEFC_Referred,68,10,17AABCX0051E1ZP,Buyer Entity 051,True
NS-DIS-04505,Uttar Pradesh,Uttar Pradesh,PSU,Manufacturing,2772168.57,268,True,3,Dismissed,0,0.0,Closed,164,9,34AABCX0068E1ZP,Buyer Entity 068,False
NS-DIS-04506,Others,Others,Partnership,Services,367100.96,175,True,5,Full recovery,100,367100.96,Recovered,56,2,16AABCX0085E1ZP,Buyer Entity 085,True
NS-DIS-04507,Others,Others,Proprietorship,Manufacturing,231063.44,56,True,4,Full recovery,100,231063.44,Recovered,53,1,33AABCX0102E1ZP,Buyer Entity 102,True
NS-DIS-04508,West Bengal,West Bengal,Private Ltd,Manufacturing,122962.03,103,True,4,Full recovery,100,122962.03,Recovered,48,3,15AABCX0119E1ZP,Buyer Entity 119,False
NS-DIS-04509,Delhi,Delhi,PSU,Services,327750.08,117,True,3,In process,57,186817.55,Arbitration,78,8,32AABCX0136E1ZP,Buyer Entity 136,False
NS-DIS-04510,Delhi,Delhi,Private Ltd,Services,476786.96,73,True,2,In process,23,109661.0,MSEFC_Referred,45,6,14AABCX0153E1ZP,Buyer Entity 153,True
NS-DIS-04511,West Bengal,West Bengal,Private Ltd,Manufacturing,984889.29,42,True,3,Dismissed,0,0.0,Closed,30,11,31AABCX0170E1ZP,Buyer Entity 170,True
NS-DIS-04512,Others,Others,Private Ltd,Manufacturing,620983.4,125,False,4,In process,50,310491.7,MSEFC_Referred,69,5,13AABCX0187E1ZP,Buyer Entity 187,True
NS-DIS-04513,Rajasthan,Rajasthan,State Govt,Manufacturing,363047.69,176,False,2,In process,53,192415.28,Conciliation,105,4,30AABCX0204E1ZP,Buyer Entity 204,False
NS-DIS-04514,West Bengal,West Bengal,Private Ltd,Manufacturing,25000.0,43,True,1,In process,42,10500.0,Conciliation,49,7,12AABCX0221E1ZP,Buyer Entity 221,True
NS-DIS-04515,Tamil Nadu,Tamil Nadu,Partnership,Manufacturing,185626.85,359,True,3,In process,31,57544.32,Arbitration,112,9,29AABCX0238E1ZP,Buyer Entity 238,True
NS-DIS-04516,Others,Others,Private Ltd,Manufacturing,372897.88,141,False,5,Partial settlement,61,227467.71,UNP_Settled,89,4,11AABCX0255E1ZP,Buyer Entity 255,False
NS-DIS-04517,Karnataka,Karnataka,Private Ltd,Manufacturing,69411.4,103,False,5,Unresolved,9,6247.03,Award_Passed,61,3,28AABCX0272E1ZP,Buyer Entity 272,True
NS-DIS-04518,Rajasthan,Rajasthan,State Govt,Manufacturing,118084.43,131,True,3,Full recovery,100,118084.43,Recovered,70,6,10AABCX0289E1ZP,Buyer Entity 289,True
NS-DIS-04519,Maharashtra,Maharashtra,State Govt,Services,48949.24,74,False,3,Full recovery,100,48949.24,Recovered,86,4,27AABCX0306E1ZP,Buyer Entity 306,False
NS-DIS-04520,Others,Others,Private Ltd,Manufacturing,83265.71,42,False,5,Full recovery,100,83265.71,Recovered,71,1,09AABCX0323E1ZP,Buyer Entity 323,False
NS-DIS-04521,Gujarat,Gujarat,Partnership,Manufacturing,40336.09,208,True,2,Full recovery,100,40336.09,Recovered,73,6,26AABCX0340E1ZP,Buyer Entity 340,True
NS-DIS-04522,Delhi,Delhi,Private Ltd,Services,174792.95,103,False,5,Unresolved,21,36706.52,Award_Passed,46,7,08AABCX0357E1ZP,Buyer Entity 357,True
NS-DIS-04523,Uttar Pradesh,Maharashtra,PSU,Manufacturing,122313.93,39,True,2,Full recovery,100,122313.93,Recovered,102,11,25AABCX0374E1ZP,Buyer Entity 374,True
NS-DIS-04524,Gujarat,Gujarat,Proprietorship,Services,180594.39,95,True,2,Partial settlement,73,131833.9,UNP_Settled,47,2,07AABCX0391E1ZP,Buyer Entity 391,True
NS-DIS-04525,Karnataka,Karnataka,PSU,Services,270364.47,114,True,2,Unresolved,20,54072.89,Award_Passed,94,3,24AABCX0408E1ZP,Buyer Entity 408,True
NS-DIS-04526,Uttar Pradesh,Uttar Pradesh,Proprietorship,Services,708326.24,88,True,3,Partial settlement,75,531244.68,UNP_Settled,79,12,06AABCX0425E1ZP,Buyer Entity 425,True
NS-DIS-04527,Karnataka,Karnataka,LLP,Services,87790.18,78,True,5,In process,32,28092.86,Conciliation,60,8,23AABCX0442E1ZP,Buyer Entity 442,True
NS-DIS-04528,Maharashtra,Maharashtra,Proprietorship,Manufacturing,183664.12,242,False,5,Full recovery,100,183664.12,Recovered,73,12,05AABCX0459E1ZP,Buyer Entity 459,True
NS-DIS-04529,Maharashtra,Maharashtra,Partnership,Manufacturing,227832.69,106,True,4,Partial settlement,57,129864.63,UNP_Settled,39,3,22AABCX0476E1ZP,Buyer Entity 476,False
NS-DIS-04530,Uttar Pradesh,Delhi,Private Ltd,Services,199794.63,203,True,3,Full recovery,100,199794.63,Recovered,150,6,04AABCX0493E1ZP,Buyer Entity 493,True
NS-DIS-04531,Uttar Pradesh,Uttar Pradesh,Proprietorship,Services,3728113.87,74,True,2,Full recovery,100,3728113.87,Recovered,96,10,11AABCX0010E1ZP,Buyer Entity 010,False
NS-DIS-04532,Uttar Pradesh,Uttar Pradesh,State Govt,Manufacturing,189510.62,155,False,4,Partial settlement,64,121286.8,UNP_Settled,130,11,28AABCX0027E1ZP,Buyer Entity 027,True
NS-DIS-04533,Gujarat,Gujarat,Private Ltd,Manufacturing,147170.35,68,False,3,Full recovery,100,147170.35,Recovered,30,12,10AABCX0044E1ZP,Buyer Entity 044,True
NS-DIS-04534,Others,Others,Private Ltd,Services,345317.06,84,True,4,Full recovery,100,345317.06,Recovered,51,7,27AABCX0061E1ZP,Buyer Entity 061,True
NS-DIS-04535,Gujarat,West Bengal,Private Ltd,Manufacturing,703842.95,57,False,1,Full recovery,100,703842.95,Recovered,30,8,09AABCX0078E1ZP,Buyer Entity 078,False
NS-DIS-04536,Maharashtra,Maharashtra,Proprietorship,Services,257115.65,99,False,5,Full recovery,100,257115.65,Recovered,30,6,26AABCX0095E1ZP,Buyer Entity 095,True
NS-DIS-04537,Maharashtra,Gujarat,Private Ltd,Manufacturing,143434.88,115,True,4,Full recovery,100,143434.88,Recovered,50,3,08AABCX0112E1ZP,Buyer Entity 112,True
NS-DIS-04538,Gujarat,Gujarat,Private Ltd,Manufacturing,46036.97,168,True,4,Full recovery,100,46036.97,Recovered,84,3,25AABCX0129E1ZP,Buyer Entity 129,True
NS-DIS-04539,West Bengal,West Bengal,PSU,Services,86986.57,64,False,5,Full recovery,100,86986.57,Recovered,77,2,07AABCX0146E1ZP,Buyer Entity 146,True
NS-DIS-04540,Karnataka,Maharashtra,Private Ltd,Services,233899.59,195,False,2,Full recovery,100,233899.59,Recovered,110,12,24AABCX0163E1ZP,Buyer Entity 163,False
NS-DIS-04541,Tamil Nadu,Tamil Nadu,Proprietorship,Services,26700.06,260,True,5,Full recovery,100,26700.06,Recovered,94,9,06AABCX0180E1ZP,Buyer Entity 180,True
NS-DIS-04542,Delhi,Delhi,Private Ltd,Manufacturing,92002.67,284,True,4,Full recovery,100,92002.67,Recovered,114,9,23AABCX0197E1ZP,Buyer Entity 197,True
NS-DIS-04543,West Bengal,West Bengal,PSU,Services,413548.45,181,True,5,Full recovery,100,413548.45,Recovered,95,5,05AABCX0214E1ZP,Buyer Entity 214,True
NS-DIS-04544,Others,Others,Proprietorship,Services,212571.39,93,True,5,In process,29,61645.7,Conciliation,46,9,22AABCX0231E1ZP,Buyer Entity 231,True
NS-DIS-04545,Tamil Nadu,Tamil Nadu,Private Ltd,Manufacturing,125318.7,160,False,4,Unresolved,16,20050.99,Award_Passed,77,9,04AABCX0248E1ZP,Buyer Entity 248,True
NS-DIS-04546,Maharashtra,Maharashtra,Private Ltd,Services,180900.57,104,True,3,Full recovery,100,180900.57,Recovered,48,1,21AABCX0265E1ZP,Buyer Entity 265,True
NS-DIS-04547,Gujarat,Gujarat,Private Ltd,Services,277610.2,145,False,2,Unresolved,19,52745.94,Award_Passed,86,2,03AABCX0282E1ZP,Buyer Entity 282,True
NS-DIS-04548,Others,Others,Private Ltd,Manufacturing,584524.55,98,True,5,In process,49,286417.03,MSEFC_Referred,42,4,20AABCX0299E1ZP,Buyer Entity 299,True
NS-DIS-04549,Karnataka,Maharashtra,LLP,Manufacturing,501367.2,110,False,3,Full recovery,100,501367.2,Recovered,56,4,02AABCX0316E1ZP,Buyer Entity 316,True
NS-DIS-04550,Uttar Pradesh,Uttar Pradesh,Partnership,Manufacturing,88020.15,60,False,1,Partial settlement,82,72176.52,UNP_Settled,86,10,19AABCX0333E1ZP,Buyer Entity 333,False
NS-DIS-04551,Others,Maharashtra,LLP,Manufacturing,899219.62,146,False,1,Partial settlement,71,638445.93,UNP_Settled,75,5,01AABCX0350E1ZP,Buyer Entity 350,True
NS-DIS-04552,Delhi,Delhi,Private Ltd,Services,100444.45,114,True,1,Unresolved,1,1004.44,Award_Passed,42,12,18AABCX0367E1ZP,Buyer Entity 367,True
NS-DIS-04553,Others,Others,Proprietorship,Manufacturing,142860.65,147,True,4,Partial settlement,87,124288.77,UNP_Settled,50,7,35AABCX0384E1ZP,Buyer Entity 384,True
NS-DIS-04554,Others,Others,Private Ltd,Manufacturing,137417.71,62,False,1,Full recovery,100,137417.71,Recovered,44,8,17AABCX0401E1ZP,Buyer Entity 401,True
NS-DIS-04555,Others,Others,Private Ltd,Manufacturing,799330.48,66,True,2,Partial settlement,91,727390.74,UNP_Settled,32,5,34AABCX0418E1ZP,Buyer Entity 418,False
NS-DIS-04556,Others,Others,LLP,Manufacturing,57211.87,84,True,4,Unresolved,3,1716.36,Award_Passed,52,5,16AABCX0435E1ZP,Buyer Entity 435,True
NS-DIS-04557,Uttar Pradesh,Uttar Pradesh,Proprietorship,Services,497290.52,246,False,5,Full recovery,100,497290.52,Recovered,102,10,33AABCX0452E1ZP,Buyer Entity 452,True
NS-DIS-04558,Gujarat,Gujarat,Partnership,Manufacturing,221514.76,164,True,2,In process,52,115187.68,MSEFC_Referred,90,9,15AABCX0469E1ZP,Buyer Entity 469,False
NS-DIS-04559,Tamil Nadu,Tamil Nadu,Central Govt,Services,381646.03,280,False,2,Full recovery,100,381646.03,Recovered,127,5,32AABCX0486E1ZP,Buyer Entity 486,True
NS-DIS-04560,Delhi,Karnataka,LLP,Services,38721.12,49,True,2,Full recovery,100,38721.12,Recovered,43,4,04AABCX0003E1ZP,Buyer Entity 003,True
NS-DIS-04561,Maharashtra,Maharashtra,Private Ltd,Manufacturing,482192.78,138,True,2,In process,32,154301.69,MSEFC_Referred,55,4,21AABCX0020E1ZP,Buyer Entity 020,True
NS-DIS-04562,Maharashtra,Maharashtra,Private Ltd,Manufacturing,104147.97,137,True,2,In process,36,37493.27,Arbitration,71,9,03AABCX0037E1ZP,Buyer Entity 037,False
NS-DIS-04563,Rajasthan,Rajasthan,Central Govt,Manufacturing,176831.28,161,True,1,Partial settlement,72,127318.52,UNP_Settled,103,7,20AABCX0054E1ZP,Buyer Entity 054,True
NS-DIS-04564,Karnataka,Karnataka,LLP,Manufacturing,378266.69,68,True,4,Full recovery,100,378266.69,Recovered,63,2,02AABCX0071E1ZP,Buyer Entity 071,True
NS-DIS-04565,Maharashtra,West Bengal,Private Ltd,Manufacturing,1744991.38,110,False,3,Full recovery,100,1744991.38,Recovered,65,7,19AABCX0088E1ZP,Buyer Entity 088,True
NS-DIS-04566,Others,Others,Partnership,Manufacturing,29865.39,87,True,3,Partial settlement,77,22996.35,UNP_Settled,51,2,01AABCX0105E1ZP,Buyer Entity 105,True
NS-DIS-04567,Gujarat,Gujarat,Partnership,Services,117531.8,48,True,5,Full recovery,100,117531.8,Recovered,37,10,18AABCX0122E1ZP,Buyer Entity 122,True
NS-DIS-04568,Tamil Nadu,Tamil Nadu,Partnership,Manufacturing,807335.49,421,False,1,Dismissed,0,0.0,Closed,152,8,35AABCX0139E1ZP,Buyer Entity 139,False
